FromZone,ToZone,ArHour,Purpose,POE,Lane,Dir,RevWght
5306,4540,13,HBW,OM,General,NB,1.802990249
4818,4647,13,HBO,OM,General,NB,1.771413525
5030,4609,13,HBW,OM,General,NB,1.768580037
5297,4443,13,HBS,OM,General,NB,1.762526107
5064,4339,13,HBS,OM,General,NB,1.803254161
5297,4647,13,HBW,OM,General,NB,1.761550704
5299,4128,13,HBO,OM,General,NB,1.923835232
5064,4644,13,HBW,OM,General,NB,1.762280028
5297,4430,13,HBS,OM,General,NB,1.780853732
5211,4505,13,HBS,OM,General,NB,1.892706091
5211,4647,13,HBW,OM,General,NB,1.761550704
5297,4644,13,HBO,OM,General,NB,1.762228316
5302,4643,13,HBW,OM,General,NB,1.801080453
5297,4529,13,HBS,OM,General,NB,1.860011306
5306,4643,13,HBO,OM,General,NB,1.801080453
5311,4544,13,HBS,OM,General,NB,1.838605897
5302,4643,13,HBW,OM,General,NB,1.801080453
5039,4627,13,HBS,OM,General,NB,1.761928739
5299,4503,13,HBW,OM,General,NB,1.784548501
5298,4643,13,HBS,OM,General,NB,1.761074592
4846,4208,13,HBS,OM,General,NB,1.753613726
5190,4647,13,HBS,OM,General,NB,1.801556565
5003,4443,13,HBS,OM,General,NB,1.762579604
5306,4503,13,HBW,OM,General,NB,1.812924399
4768,4322,13,HBO,OM,General,NB,1.825786547
5122,4295,13,HBO,OM,General,NB,1.780379404
5306,4145,13,HBS,OM,General,NB,1.80294567
5064,4208,13,HBS,OM,General,NB,1.762517193
5297,4662,13,HBS,OM,General,NB,1.761031794
5190,4643,13,HBW,OM,General,NB,1.801080453
5107,4644,13,HBW,OM,General,NB,1.762228316
4986,3159,13,HBO,OM,General,NB,1.761427663
5304,4430,13,HBS,OM,General,NB,1.820859593
5297,4630,13,HBO,OM,General,NB,1.764066784
5297,4643,13,HBW,OM,General,NB,1.761074592
4830,4627,13,HBS,OM,General,NB,1.761875244
4902,4627,13,HBW,OM,General,NB,1.753025273
4829,4208,13,HBO,OM,General,NB,1.76246548
5124,4395,14,HBO,OM,General,NB,4.436526553
5145,4475,14,HBS,OM,General,NB,4.47539581
5283,4208,14,HBS,OM,General,NB,4.421206605
5259,4578,14,HBO,OM,General,NB,4.513299784
4710,4627,14,HBS,OM,General,NB,4.395264112
5311,4430,14,HBS,OM,General,NB,4.523286221
5289,4588,14,HBW,OM,General,NB,4.397501607
5289,4339,14,HBS,OM,General,NB,4.498220044
5302,4661,14,HBS,SY,General,NB,3.7652767
4941,4642,14,HBS,SY,General,NB,3.722032864
5311,4664,14,HBW,SY,General,NB,3.796921681
5306,4664,14,HBS,SY,General,NB,3.812672209
4791,4469,14,HBS,SY,General,NB,3.791042911
4815,4503,14,HBW,SY,General,NB,3.689531715
5285,4642,14,HBS,SY,General,NB,3.722032864
5283,4430,14,HBW,SY,General,NB,3.705953893
5311,4430,14,HBS,SY,General,NB,3.752585494
5283,3973,14,HBW,SY,General,NB,3.669954267
5173,4430,14,HBO,SY,General,NB,3.709614747
4829,4646,14,HBO,SY,General,NB,3.682774636
4953,4503,14,HBW,SY,General,NB,3.669116551
4921,4280,14,HBW,SY,General,NB,3.629422858
4850,4660,14,HBO,SY,General,NB,3.643187963
4728,4430,14,HBS,SY,General,NB,3.804970393
5094,4483,14,HBS,SY,General,NB,3.654934434
5311,4503,14,HBW,SY,General,NB,3.736163317
5283,4116,14,HBW,SY,General,NB,3.672722049
5289,3548,14,HBW,SY,General,NB,3.700927599
5122,3038,14,HBW,SY,General,NB,4.764154682
4829,4664,14,HBS,SY,General,NB,3.729878606
5281,4661,14,HBW,SY,General,NB,3.7652767
5111,4430,14,HBS,SY,General,NB,3.709614747
5311,3749,14,HBW,SY,General,NB,3.721176697
4850,4660,14,HBS,SY,General,NB,3.643187963
4833,4442,14,HBS,SY,General,NB,3.713803324
4829,4033,14,HBW,SY,General,NB,3.648251161
5283,3831,14,HBW,SY,General,NB,3.669754986
4969,4443,14,HBS,SY,General,NB,3.682645473
5173,3606,14,HBS,SY,General,NB,3.770410013
4829,4295,14,HBW,SY,General,NB,3.66048845
5283,4280,14,HBS,SY,General,NB,3.668153363
4946,4443,14,HBS,SY,General,NB,3.647612725
4710,4208,14,HBS,SY,General,NB,3.647594274
5298,4315,14,HBS,SY,General,NB,3.708777031
5306,4561,14,HBS,SY,General,NB,1.487661115
4829,4443,14,HBS,SY,General,NB,1.453968985
4829,4202,14,HBO,SY,General,NB,1.452503854
4829,4545,14,HBO,SY,General,NB,1.465567939
4829,4662,14,HBW,SY,General,NB,1.452736274
5298,4443,14,HBS,SY,General,NB,1.453968985
4877,4661,14,HBS,SY,General,NB,1.515473596
5301,4430,14,HBS,SY,General,NB,1.47868351
5283,4642,14,HBW,SY,General,NB,1.292669511
4907,4529,14,HBS,SY,General,NB,1.329599684
4716,4529,14,HBS,SY,General,NB,1.329637925
5304,4660,14,HBS,SY,General,NB,1.286946175
4850,4339,14,HBS,SY,General,NB,1.289027736
4854,4661,14,HBS,SY,General,NB,1.284059014
5122,4339,14,HBS,SY,General,NB,1.297304266
4961,4602,14,HBO,SY,General,NB,1.264807446
4941,4637,14,HBS,SY,General,NB,1.333813794
5101,4661,14,HBS,SY,General,NB,1.271958429
5124,2734,14,HBS,SY,General,NB,1.33352444
5293,4662,14,HBO,SY,General,NB,1.258882711
4740,4443,14,HBS,SY,General,NB,1.266964214
4907,4664,14,HBS,SY,General,NB,1.288329209
4896,3721,14,HBW,SY,General,NB,1.274959038
4878,2338,14,HBW,SY,General,NB,1.300392828
5304,4430,14,HBO,SY,General,NB,1.301612701
5301,4663,14,HBO,SY,General,NB,1.282191601
5283,4664,14,HBS,SY,General,NB,1.295379492
5283,4660,14,HBS,SY,General,NB,1.2653989
4949,4443,14,HBO,SY,General,NB,1.259913932
4818,4339,14,HBS,SY,General,NB,1.296039779
5297,4280,14,HBO,SY,General,NB,1.259958545
5143,4660,14,HBO,SY,General,NB,1.258385584
5180,4503,14,HBW,SY,General,NB,1.267341521
5211,4662,14,HBW,SY,General,NB,1.258845745
4948,4475,14,HBS,SY,General,NB,1.282410847
4974,4347,14,HBW,SY,General,NB,1.563078634
5297,4660,14,HBS,SY,General,NB,1.258348617
4907,4642,14,HBW,SY,General,NB,1.285619229
4821,4637,14,HBS,SY,General,NB,1.327487531
5311,4661,14,HBS,SY,General,NB,1.295115631
4850,4646,14,HBS,SY,General,NB,1.27209737
5285,4156,14,HBW,SY,General,NB,1.261266372
5311,4531,14,HBW,SY,General,NB,1.284166088
4902,4238,14,HBO,SY,General,NB,1.254845784
5121,4661,14,HBS,SY,General,NB,1.2802732
4884,4577,14,HBW,SY,General,NB,1.309090003
4941,4642,14,HBS,SY,General,NB,1.285619229
5012,4529,14,HBS,SY,General,NB,1.341700269
4818,4443,14,HBS,SY,General,NB,1.266964214
4904,4413,14,HBS,SY,General,NB,1.254687723
5297,4296,14,HBW,SY,General,NB,1.261015259
4789,3302,14,HBS,SY,General,NB,1.339511635
5306,4145,14,HBS,SY,General,NB,1.288807216
5122,4577,14,HBS,SY,General,NB,1.276153418
5012,4660,14,HBS,SY,General,NB,1.270449203
5298,4503,14,HBW,SY,General,NB,1.267341521
5297,3086,14,HBS,SY,General,NB,1.287379569
4821,4662,14,HBW,SY,General,NB,1.252518209
5064,4503,14,HBS,SY,General,NB,1.267379761
5283,4429,14,HBW,SY,General,NB,1.366147452
4842,4503,14,HBS,SY,General,NB,1.261015259
4848,4474,14,HBW,SY,General,NB,1.335801027
5304,4443,14,HBW,SY,General,NB,1.288511489
4755,4430,14,HBS,SY,General,NB,1.280065426
5302,4503,14,HBS,SY,General,NB,1.295940353
4829,4611,14,HBW,SY,General,NB,1.260524506
5311,4646,14,HBS,SY,General,NB,1.295216332
4737,4660,14,HBS,SY,General,NB,1.252021082
5311,4430,14,HBS,SY,General,NB,1.296172345
4829,4611,14,HBW,SY,General,NB,1.260524506
4907,4662,14,HBW,SY,General,NB,1.258845745
4969,4430,14,HBS,SY,General,NB,1.285115728
5039,3821,14,HBS,SY,General,NB,1.259210305
5304,4660,14,HBW,SY,General,NB,1.286946175
4728,3074,14,HBS,SY,General,NB,1.300146814
4755,4430,14,HBS,SY,General,NB,1.280065426
5283,4280,14,HBS,SY,General,NB,1.267008827
5297,4642,14,HBS,SY,General,NB,1.285619229
5302,4646,14,HBS,SY,General,NB,1.300656687
4961,4664,14,HBS,SY,General,NB,1.288367449
5304,4664,14,HBS,SY,General,NB,1.316926766
4777,4661,14,HBS,SY,General,NB,1.279008712
4716,4662,14,HBW,SY,General,NB,1.258882711
5311,4661,14,HBS,SY,General,NB,1.295115631
4737,4339,14,HBS,SY,General,NB,1.282663234
4889,4430,14,HBW,SY,General,NB,1.266687607
5143,4452,14,HBS,SY,General,NB,1.261304613
4830,4227,14,HBS,SY,General,NB,1.28083916
4904,4043,14,HBW,SY,General,NB,1.283675335
5304,4660,14,HBW,OM,General,NB,1.219938593
5030,4643,14,HBS,OM,General,NB,1.19336652
5140,4238,14,HBS,OM,General,NB,1.195542697
5211,4638,14,HBW,OM,General,NB,1.225357889
4961,4220,14,HBS,OM,General,NB,1.21177642
4728,2515,14,HBS,OM,General,NB,1.237108761
4853,4643,14,HBO,OM,General,NB,1.204800813
5307,4443,14,HBS,OM,General,NB,1.221422405
5311,4544,14,HBS,OM,General,NB,1.245866633
4851,4643,14,HBS,OM,General,NB,1.187333399
5297,975,14,HBW,OM,General,NB,1.34017689
5180,4646,14,HBS,OM,General,NB,1.205826673
5216,4430,14,HBS,OM,General,NB,1.214614753
5303,3667,14,HBO,OM,General,NB,1.213654143
5208,4661,14,HBW,OM,General,NB,1.232839781
5297,4475,14,HBO,OM,General,NB,1.215639406
5312,80,14,HBS,OM,General,NB,1.217309298
5311,4480,14,HBS,OM,General,NB,1.220910079
4946,4631,14,HBW,OM,General,NB,1.194756084
5208,4475,14,HBW,OM,General,NB,1.24274797
5302,2557,14,HBW,OM,General,NB,1.223665039
5302,3640,14,HBS,OM,General,NB,1.232362496
5039,4659,14,HBS,OM,General,NB,1.194325923
5030,4644,14,HBS,OM,General,NB,1.194147092
5064,4644,14,HBW,OM,General,NB,1.194147092
5297,4469,14,HBS,OM,General,NB,1.202171517
5302,4518,14,HBS,OM,General,NB,1.533669333
5302,4646,14,HBO,OM,General,NB,1.232935238
5064,4208,14,HBS,OM,General,NB,1.194307798
4890,4367,14,HBS,OM,General,NB,1.222198143
5122,4503,14,HBS,OM,General,NB,1.20923654
5224,4664,14,HBO,OM,General,NB,1.260354339
5124,4643,14,HBW,OM,General,NB,1.201212115
5012,4643,14,HBS,OM,General,NB,1.204800813
5297,4304,14,HBO,OM,General,NB,1.196651931
5180,4637,14,HBS,OM,General,NB,1.264365949
5304,4443,14,HBS,OM,General,NB,1.221422405
5211,4483,14,HBS,OM,General,NB,1.196711138
5299,4404,14,HBS,OM,General,NB,1.240035301
4907,4430,14,HBS,OM,General,NB,1.20673291
4733,4443,14,HBS,OM,General,NB,1.233418565
5185,4643,14,HBS,OM,General,NB,1.220438835
5123,4332,14,HBS,OM,General,NB,1.204371861
4829,4642,14,HBS,OM,General,NB,1.218680737
5297,4175,14,HBW,OM,General,NB,1.202845758
5297,4628,14,HBW,OM,General,NB,1.195357825
5307,4643,14,HBW,OM,General,NB,1.220438835
4948,4646,14,HBW,OM,General,NB,1.205826673
4760,4629,14,HBS,OM,General,NB,1.200610374
5307,4629,14,HBS,OM,General,NB,1.221035744
5211,2093,14,HBO,OM,General,NB,1.214304217
5291,4280,14,HBS,OM,General,NB,1.205826673
5282,4643,14,HBO,OM,General,NB,1.19333027
5297,4644,14,HBW,OM,General,NB,1.194112052
5297,4280,14,HBO,OM,General,NB,1.194356131
5297,4332,14,HBS,OM,General,NB,1.196490016
4950,4589,14,HBS,OM,General,NB,1.195357825
5297,4646,14,HBW,OM,General,NB,1.205826673
5302,4540,14,HBS,OM,General,NB,1.221732942
5297,4503,14,HBS,OM,General,NB,1.201354696
5302,4429,14,HBS,OM,General,NB,1.315441457
5116,4561,14,HBS,OM,General,NB,1.202762384
5302,4208,14,HBS,OM,General,NB,1.221381321
4971,2730,14,HBS,OM,General,NB,1.189282413
5262,4616,14,HBS,SY,General,NB,1.299587226
4830,4660,14,HBS,SY,General,NB,1.258348617
5297,4646,14,HBS,SY,General,NB,1.272059129
5297,4642,14,HBO,SY,General,NB,1.285619229
4728,4664,14,HBS,SY,General,NB,1.329581839
4733,4646,14,HBS,SY,General,NB,1.313310486
4950,4642,14,HBS,SY,General,NB,1.285619229
5190,4344,14,HBO,SY,General,NB,1.313316858
4950,4642,14,HBS,SY,General,NB,1.285619229
5291,4646,14,HBS,SY,General,NB,1.284159715
5285,2659,14,HBS,SY,General,NB,1.259418078
5298,4577,14,HBS,SY,General,NB,1.267838647
5030,4561,14,HBS,SY,General,NB,1.260549999
4737,4642,14,HBS,SY,General,NB,1.279291692
5311,4312,14,HBS,SY,General,NB,1.29753116
4948,4280,14,HBO,SY,General,NB,1.259958545
5311,4662,14,HBW,SY,General,NB,1.282002947
5291,4662,14,HBW,SY,General,NB,1.27094633
5283,4202,14,HBS,SY,General,NB,1.265694627
4737,4404,14,HBO,SY,General,NB,1.293505705
5050,4664,14,HBS,SY,General,NB,1.288367449
4890,4127,14,HBW,SY,General,NB,1.254109016
5030,4430,14,HBS,SY,General,NB,1.273053384
5094,4483,14,HBS,SY,General,NB,1.262442907
5058,4202,14,HBS,SY,General,NB,1.258681311
4912,4429,14,HBW,SY,General,NB,1.400348524
5283,4642,14,HBS,SY,General,NB,1.292669511
4829,4581,14,HBS,SY,General,NB,1.259656445
4829,4620,14,HBS,SY,General,NB,1.279077545
5308,4509,14,HBO,SY,General,NB,1.276851946
5294,4662,14,HBS,SY,General,NB,1.287443303
5306,4297,14,HBS,SY,General,NB,1.301134694
4877,4662,14,HBS,SY,General,NB,1.300097101
4829,4662,14,HBS,SY,General,NB,1.258845745
4953,4503,14,HBW,SY,General,NB,1.267341521
4877,4202,14,HBW,SY,General,NB,1.2998957
4689,4645,14,HBS,SY,General,NB,1.290172403
5283,4664,14,HBS,SY,General,NB,1.295379492
5064,4503,14,HBS,SY,General,NB,1.267379761
5012,4664,14,HBS,SY,General,NB,1.300429793
4950,4640,14,HBS,SY,General,NB,1.360109269
5060,4636,14,HBS,SY,General,NB,1.261071346
5297,4637,14,HBS,SY,General,NB,1.333813794
5007,4660,14,HBS,SY,General,NB,1.258385584
4806,4339,14,HBS,SY,General,NB,1.296039779
4820,4503,14,HBS,SY,General,NB,1.261015259
5183,4360,14,HBO,SY,General,NB,1.261034379
5012,4353,14,HBO,SY,General,NB,1.279184619
5291,4661,14,HBO,SY,General,NB,1.284059014
4984,4490,14,HBW,SY,General,NB,1.276108804
5042,4642,14,HBO,SY,General,NB,1.297719813
4734,4662,14,HBO,SY,General,NB,1.252518209
5291,4620,14,HBO,SY,General,NB,1.291178129
5190,4651,14,HBO,SY,General,NB,1.303826829
5283,4430,14,HBO,SY,General,NB,1.280065426
5311,4443,14,HBS,SY,General,NB,1.283072408
4829,4033,14,HBW,SY,General,NB,1.260134452
4941,4662,14,HBO,SY,General,NB,1.258845745
5311,4339,14,HBS,SY,General,NB,1.312146698
5311,4646,14,HBS,SY,General,NB,1.295216332
5311,4660,14,HBS,SY,General,NB,1.28150582
4737,4332,14,HBW,SY,General,NB,1.255883377
5283,3707,14,HBW,SY,General,NB,1.269015182
5012,4662,14,HBS,SY,General,NB,1.27094633
4961,4646,14,HBW,SY,General,NB,1.27209737
4921,4664,14,HBO,SY,General,NB,1.282002947
4829,4008,14,HBO,SY,General,NB,1.265832294
5283,4380,14,HBO,SY,General,NB,1.265637267
4737,2122,14,HBO,SY,General,NB,1.254209716
4727,4475,14,HBS,SY,General,NB,1.323663476
5306,3522,14,HBO,SY,General,NB,1.289606443
4755,4660,14,HBO,SY,General,NB,1.2653989
4736,4662,14,HBO,SY,General,NB,1.252518209
5165,4543,14,HBO,SY,General,NB,1.271090369
4878,4529,14,HBW,SY,General,NB,1.370852314
4892,4662,14,HBW,SY,General,NB,1.252518209
5283,4664,14,HBS,SY,General,NB,1.295379492
4878,4475,14,HBS,SY,General,NB,1.323663476
5311,4476,14,HBW,SY,General,NB,1.340034256
5306,3242,14,HBO,SY,General,NB,1.289625564
5122,4660,14,HBS,SY,General,NB,1.266663388
5122,4145,15,HBO,SY,General,NB,1.903883154
4829,4664,15,HBS,SY,General,NB,1.933607443
5144,4503,15,HBS,SY,General,NB,1.902165163
4716,4443,15,HBS,SY,General,NB,1.891017359
5304,4321,15,HBO,SY,General,NB,2.036317617
4979,4646,15,HBO,SY,General,NB,1.909245655
4890,3798,15,HBS,SY,General,NB,1.881484236
5283,4662,15,HBW,SY,General,NB,1.899938282
4737,4664,15,HBS,SY,General,NB,1.924112583
4829,4280,15,HBW,SY,General,NB,1.891026925
4696,2770,15,HBO,SY,General,NB,1.954753262
5030,4503,15,HBW,SY,General,NB,1.902165163
4888,4238,15,HBS,SY,General,NB,1.954760914
5064,4430,15,HBS,SY,General,NB,1.910680503
4878,4443,15,HBS,SY,General,NB,1.95287457
5030,4430,15,HBS,SY,General,NB,1.910680503
5300,4588,15,HBS,SY,General,NB,1.891338765
5172,4339,15,HBS,SY,General,NB,1.947077788
4877,4503,15,HBS,SY,General,NB,1.964022374
5283,4660,15,HBS,SY,General,NB,1.899192161
5039,4662,15,HBW,SY,General,NB,1.889412243
5306,4662,15,HBW,SY,General,NB,1.93227782
5283,4660,15,HBW,SY,General,NB,1.899192161
5122,4430,15,HBS,SY,General,NB,1.92310245
5283,4642,15,HBW,SY,General,NB,1.94012165
5140,4642,15,HBS,SY,General,NB,1.929595612
4892,4664,15,HBS,SY,General,NB,1.924112583
4986,4660,15,HBW,SY,General,NB,1.888666123
4907,4443,15,HBS,SY,General,NB,1.890959966
4829,4503,15,HBS,SY,General,NB,1.902107771
4948,4339,15,HBS,SY,General,NB,1.934598445
5089,4503,15,HBS,SY,General,NB,1.914587113
5302,4468,15,HBW,SY,General,NB,1.937449008
4907,4660,15,HBS,SY,General,NB,1.888610642
4733,4642,15,HBW,SY,General,NB,1.991452821
5311,4646,15,HBS,SY,General,NB,1.943944082
5283,4646,15,HBS,SY,General,NB,1.91976978
5304,4374,15,HBO,SY,General,NB,1.933182729
5190,4663,15,HBS,SY,General,NB,1.95483744
5113,4661,15,HBS,SY,General,NB,1.921516467
5297,4646,15,HBO,SY,General,NB,1.909188262
4818,4430,15,HBO,SY,General,NB,1.921204627
4696,4430,15,HBS,SY,General,NB,1.953544165
5291,4664,15,HBS,SY,General,NB,1.951768781
4737,4503,15,HBS,SY,General,NB,1.892612909
4878,4430,15,HBS,SY,General,NB,1.9725358
4897,4443,15,HBS,SY,General,NB,1.881465104
5311,3522,15,HBO,SY,General,NB,1.927359163
4728,4646,15,HBS,SY,General,NB,1.971100952
5311,4430,15,HBS,SY,General,NB,1.945378928
4733,4643,15,HBS,OM,General,NB,1.602843844
5301,4644,15,HBO,OM,General,NB,1.563252087
5297,3619,15,HBS,OM,General,NB,1.555941582
4846,4540,15,HBS,OM,General,NB,1.545868424
5303,4339,15,HBS,OM,General,NB,1.624366773
5302,4453,15,HBS,OM,General,NB,1.588258979
4696,4544,15,HBS,OM,General,NB,1.627019424
5297,4551,15,HBS,OM,General,NB,1.565772734
5297,4208,15,HBO,OM,General,NB,1.55321193
5120,3385,15,HBS,OM,General,NB,1.562416062
5298,4540,15,HBS,OM,General,NB,1.553669228
5249,4503,15,HBS,OM,General,NB,1.562469491
5297,4647,15,HBS,OM,General,NB,1.552405762
5297,4661,15,HBS,OM,General,NB,1.568114232
5173,4661,15,HBS,OM,General,NB,1.578364967
5297,4471,15,HBO,OM,General,NB,1.592754971
5306,2325,15,HBO,OM,General,NB,1.595941922
5301,4644,15,HBO,OM,General,NB,1.563252087
4696,4526,15,HBS,OM,General,NB,1.88505415
5303,4526,15,HBS,OM,General,NB,1.88505415
5302,4647,15,HBS,OM,General,NB,1.587661817
5112,4643,15,HBW,OM,General,NB,1.562236914
4815,4631,15,HBO,OM,General,NB,1.56253235
5302,4664,15,HBS,SY,General,NB,1.9765285
5302,4664,15,HBS,SY,General,NB,1.9765285
4986,4503,15,HBS,SY,General,NB,1.902165163
5306,4664,15,HBS,SY,General,NB,1.9765285
5285,4295,15,HBS,SY,General,NB,1.897634873
5299,4637,15,HBS,SY,General,NB,2.01435298
5122,4660,15,HBS,SY,General,NB,1.901089985
4740,4663,15,HBW,SY,General,NB,1.922497903
5311,4661,15,HBO,SY,General,NB,1.943792945
5283,4616,15,HBW,SY,General,NB,1.918164664
5306,4661,15,HBS,SY,General,NB,1.95195818
4974,4662,15,HBW,SY,General,NB,1.879859989
5190,2730,15,HBS,SY,General,NB,1.935411524
4826,4664,15,HBW,SY,General,NB,1.924112583
5064,4430,15,HBS,SY,General,NB,1.910680503
4878,4660,15,HBS,SY,General,NB,1.950523334
5289,4430,15,HBW,OM,General,NB,2.297601357
5283,4526,15,HBS,OM,General,NB,2.720799515
5289,3864,15,HBS,OM,General,NB,2.253967888
4877,4595,15,HBS,OM,General,NB,2.350384369
5311,4374,15,HBO,OM,General,NB,2.314911185
5289,4661,15,HBO,OM,General,NB,2.295694145
5122,4430,15,HBS,OM,General,NB,2.312608269
5289,4430,15,HBS,OM,General,NB,2.297601357
5262,4526,15,HBS,OM,General,NB,2.759689113
5249,4503,15,HBS,OM,General,NB,2.287430337
5116,4332,15,HBS,OM,General,NB,2.293105953
4821,3170,15,HBO,OM,General,NB,2.264387374
5122,3335,15,HBO,OM,General,NB,2.289418068
5311,4544,15,HBS,OM,General,NB,2.372111378
5297,4630,15,HBO,OM,General,NB,2.275943365
5304,4660,15,HBW,OM,General,NB,2.322744779
5289,4609,15,HBW,OM,General,NB,2.281630485
4778,4430,15,HBW,OM,General,NB,2.310326058
4948,4646,15,HBW,OM,General,NB,2.295875894
5289,4661,15,HBS,OM,General,NB,2.295694145
5302,3640,15,HBS,OM,General,NB,2.346399705
4746,4608,15,HBW,OM,General,NB,2.288668067
4830,3857,15,HBO,OM,General,NB,2.324493247
5030,4644,15,HBS,OM,General,NB,2.273638148
5302,4518,15,HBS,OM,General,NB,2.920083402
4846,4208,15,HBS,OM,General,NB,2.262457158
4696,4526,15,HBS,OM,General,NB,2.759689113
5299,4609,15,HBW,OM,General,NB,2.31164201
5064,4637,15,HBW,SY,General,NB,2.001931031
4892,4472,15,HBS,SY,General,NB,1.934269387
5304,4646,15,HBS,SY,General,NB,1.952109318
5120,4642,15,HBW,SY,General,NB,1.94201756
5262,4660,15,HBS,SY,General,NB,1.931531699
4877,4664,15,HBO,SY,General,NB,1.995522047
5297,3296,15,HBO,SY,General,NB,1.902666404
4950,4661,15,HBS,SY,General,NB,1.909037125
4877,4662,15,HBW,SY,General,NB,1.951269454
4961,4208,15,HBW,SY,General,NB,1.8909504
5298,4663,15,HBW,SY,General,NB,1.911916384
5285,4430,15,HBS,SY,General,NB,1.910623108
4896,4430,15,HBW,SY,General,NB,1.901126335
5094,4551,15,HBS,SY,General,NB,1.906186562
5064,4661,15,HBS,SY,General,NB,1.909094518
5304,4470,15,HBS,SY,General,NB,2.113929447
5193,4430,15,HBS,SY,General,NB,1.953544165
5298,4590,15,HBW,SY,General,NB,1.890328633
5064,4660,15,HBW,SY,General,NB,1.888666123
4755,4660,15,HBO,SY,General,NB,1.899192161
4941,4551,15,HBW,SY,General,NB,1.906186562
5283,4339,15,HBW,SY,General,NB,1.945179964
4914,2626,15,HBO,SY,General,NB,1.892207326
4829,4145,15,HBW,SY,General,NB,1.891403811
4734,3029,15,HBS,SY,General,NB,1.898606743
5080,4430,15,HBS,SY,General,NB,1.928784445
5283,4642,15,HBW,SY,General,NB,1.94012165
5012,4637,15,HBS,SY,General,NB,2.020034974
4914,4661,15,HBW,SY,General,NB,1.899540351
5208,4443,15,HBS,SY,General,NB,1.933881022
4904,3798,15,HBO,SY,General,NB,1.881484236
5064,4430,15,HBS,SY,General,NB,1.910680503
5283,3831,15,HBW,SY,General,NB,1.902438741
5283,4453,15,HBS,SY,General,NB,1.901221991
4899,4661,15,HBS,SY,General,NB,1.899540351
5291,4053,15,HBW,SY,General,NB,2.19982704
5122,4453,15,HBS,SY,General,NB,1.903117903
4889,4430,15,HBS,SY,General,NB,1.901126335
5064,4662,15,HBW,SY,General,NB,1.889412243
4961,4596,15,HBO,SY,General,NB,1.894292636
5311,4453,15,HBS,SY,General,NB,1.925396293
5294,4503,15,HBS,SY,General,NB,1.94503074
4818,3928,15,HBO,SY,General,NB,1.903194428
4737,3522,15,HBO,SY,General,NB,1.88310657
4829,3966,15,HBW,SY,General,NB,1.897342164
4728,4664,15,HBS,SY,General,NB,1.995522047
4737,4332,15,HBW,SY,General,NB,1.884910651
4829,4651,15,HBS,SY,General,NB,1.913946215
4923,4642,15,HBS,SY,General,NB,1.920043357
5302,4430,15,HBS,SY,General,NB,1.953544165
4737,4642,15,HBS,SY,General,NB,1.920043357
5122,4072,15,HBW,SY,General,NB,1.903967332
4737,4642,15,HBW,SY,General,NB,1.920043357
5273,4646,15,HBS,SY,General,NB,1.971100952
4737,4430,15,HBW,SY,General,NB,1.901126335
4850,4339,15,HBS,SY,General,NB,1.934655839
4835,4611,15,HBW,SY,General,NB,1.953789045
4891,4662,15,HBW,SY,General,NB,1.879859989
4941,4443,15,HBW,SY,General,NB,1.890959966
4829,4661,15,HBS,SY,General,NB,1.909037125
4906,2479,15,HBW,SY,General,NB,1.881880253
5311,3318,15,HBO,SY,General,NB,1.94736093
4959,4430,15,HBW,SY,General,NB,1.910623108
5064,4456,15,HBS,SY,General,NB,1.894112802
4728,4663,15,HBS,SY,General,NB,1.973829075
5060,4636,15,HBS,SY,General,NB,1.892697087
4829,4613,15,HBS,SY,General,NB,1.933523266
4734,4646,15,HBS,SY,General,NB,1.899691487
4877,4457,15,HBO,SY,General,NB,1.969572362
5301,4637,15,HBS,SY,General,NB,2.01435298
5190,4651,15,HBO,SY,General,NB,1.95686727
4950,4640,15,HBS,SY,General,NB,2.041339582
4758,4443,15,HBS,SY,General,NB,1.95287457
5301,3606,15,HBS,SY,General,NB,1.954619343
4896,4411,15,HBO,SY,General,NB,1.882928649
4707,4443,15,HBS,SY,General,NB,1.890959966
4818,4358,15,HBW,SY,General,NB,2.46378149
5283,3797,15,HBS,SY,General,NB,1.900221425
5064,4661,15,HBS,SY,General,NB,1.909094518
4821,4354,15,HBO,SY,General,NB,1.875404311
4833,4662,15,HBS,SY,General,NB,1.889356763
4961,4664,15,HBS,SY,General,NB,1.933664838
4984,4662,15,HBS,SY,General,NB,1.889412243
5283,4021,15,HBW,SY,General,NB,1.919959179
5064,4466,15,HBW,SY,General,NB,1.892668391
5145,4643,15,HBW,SY,General,NB,1.889460072
5072,4526,16,HBS,OM,General,NB,2.621700744
4830,4627,16,HBS,OM,General,NB,2.200558774
5308,4531,16,HBW,OM,General,NB,2.217812739
5289,4588,16,HBW,OM,General,NB,2.201745861
5297,4561,16,HBW,OM,General,NB,2.202416243
5298,4590,16,HBW,OM,General,NB,2.200636724
5302,4540,16,HBS,OM,General,NB,2.25191087
4737,4526,16,HBO,OM,General,NB,2.610578205
5299,4463,16,HBS,OM,General,NB,2.262086855
4732,3896,16,HBW,OM,General,NB,2.181021949
4890,3283,16,HBS,OM,General,NB,2.386866857
5298,3864,16,HBS,OM,General,NB,2.182021953
5297,4629,16,HBW,OM,General,NB,2.200658997
5297,4663,16,HBW,OM,General,NB,2.225768228
5300,4526,16,HBW,OM,General,NB,2.621700744
5299,4503,16,HBW,OM,General,NB,2.228877371
5289,3085,16,HBS,OM,General,NB,2.201779269
5122,4295,16,HBO,OM,General,NB,2.223670223
