FromZone,ToZone,ArHour,Type,Dir,Lane,RevWght
4653,5297,18,Empty,SB,GP,23.32591548
4653,5243,18,Empty,SB,GP,23.32591548
4607,5297,18,Empty,SB,GP,8.402383517
4633,5122,18,Loaded,SB,GP,8.402383517
4653,4829,18,Empty,SB,GP,8.402383517
4595,5311,18,Loaded,SB,GP,8.402383517
4597,5311,18,Loaded,SB,GP,8.402383517
4653,5311,18,Loaded,SB,GP,8.402383517
851,5306,18,Loaded,SB,GP,8.402383517
4590,5286,19,Loaded,SB,GP,23.32591548
4607,5311,18,Empty,SB,GP,8.402383517
4631,4850,19,Empty,SB,GP,8.402383517
4631,5306,19,Loaded,SB,GP,8.402383517
4595,5311,19,Empty,SB,GP,8.402383517
4595,5311,19,Loaded,SB,GP,8.402383517
4654,5311,19,Loaded,SB,GP,8.402383517
4641,5297,19,Loaded,SB,GP,8.402383517
4623,5311,19,Loaded,SB,GP,8.402383517
4540,5297,19,Loaded,SB,GP,8.402383517
4595,5311,19,Loaded,SB,GP,8.402383517
4654,5211,19,Loaded,SB,GP,8.402383517
4643,5064,19,Loaded,SB,GP,8.402383517
1118,5297,19,Loaded,SB,GP,8.402383517
4451,5124,20,Loaded,SB,GP,8.402383517
4644,4977,20,Empty,SB,GP,8.402383517
4644,5306,20,Loaded,SB,GP,8.402383517
4627,5311,20,Empty,SB,GP,8.402383517
4644,5311,20,Loaded,SB,GP,8.402383517
4608,5297,20,Empty,SB,GP,23.32591548
4633,5286,9,Loaded,SB,FAST,3.940135889
4608,5112,9,Loaded,SB,FAST,3.940135889
4641,5297,7,Loaded,SB,FAST,3.940135889
4653,4952,9,Loaded,SB,FAST,3.940135889
4608,5298,8,Loaded,SB,FAST,7.951998969
4608,5297,9,Loaded,SB,FAST,3.940135889
4623,5311,7,Loaded,SB,FAST,3.940135889
4627,5311,9,Loaded,SB,FAST,3.940135889
4607,5311,10,Loaded,SB,FAST,3.940135889
4627,5211,10,Loaded,SB,FAST,3.940135889
4653,5212,8,Loaded,SB,FAST,3.940135889
4608,5297,10,Loaded,SB,FAST,7.951998969
4197,5312,12,Loaded,SB,FAST,3.940135889
4595,5311,7,Loaded,SB,FAST,3.940135889
4608,5311,10,Loaded,SB,FAST,3.940135889
4595,5311,8,Loaded,SB,FAST,3.940135889
969,5297,11,Loaded,SB,FAST,3.940135889
4540,5297,11,Loaded,SB,FAST,3.940135889
4644,5311,7,Loaded,SB,FAST,3.940135889
4013,5311,11,Loaded,SB,FAST,3.940135889
4631,5306,11,Loaded,SB,FAST,3.940135889
4630,5074,11,Loaded,SB,FAST,7.951998969
4607,5141,11,Loaded,SB,FAST,3.940135889
933,4878,11,Loaded,SB,FAST,3.940135889
4608,5112,11,Loaded,SB,FAST,3.940135889
4425,5141,11,Loaded,SB,FAST,3.940135889
4608,5312,12,Loaded,SB,FAST,7.951998969
4653,5297,11,Loaded,SB,FAST,3.940135889
4653,4830,12,Loaded,SB,FAST,3.940135889
4590,5312,11,Loaded,SB,FAST,3.940135889
4608,5311,11,Loaded,SB,FAST,7.951998969
4633,5199,11,Loaded,SB,FAST,3.940135889
4608,5298,11,Loaded,SB,FAST,7.951998969
4607,5311,12,Loaded,SB,FAST,3.940135889
4608,5112,12,Loaded,SB,FAST,3.940135889
4641,5297,12,Loaded,SB,FAST,3.940135889
1714,5308,12,Loaded,SB,FAST,3.940135889
4653,5297,12,Loaded,SB,FAST,3.940135889
4631,5306,12,Loaded,SB,FAST,3.940135889
4641,5297,12,Loaded,SB,FAST,3.940135889
4608,5306,12,Loaded,SB,FAST,3.940135889
4652,5286,12,Loaded,SB,FAST,3.940135889
4647,4961,12,Loaded,SB,FAST,3.940135889
4654,5192,12,Loaded,SB,FAST,3.940135889
3971,5118,12,Loaded,SB,FAST,3.940135889
4653,5311,12,Loaded,SB,FAST,3.940135889
4588,5297,13,Loaded,SB,FAST,7.951998969
4653,5212,13,Loaded,SB,FAST,3.940135889
4654,5003,13,Loaded,SB,FAST,3.940135889
4312,4830,13,Loaded,SB,FAST,3.940135889
4641,5297,16,Loaded,SB,FAST,3.940135889
4631,5306,13,Loaded,SB,FAST,3.940135889
4641,5297,13,Loaded,SB,FAST,3.940135889
4544,5311,15,Loaded,SB,FAST,3.940135889
4595,5311,13,Loaded,SB,FAST,3.940135889
4653,5199,16,Loaded,SB,FAST,3.940135889
4540,5112,13,Loaded,SB,FAST,3.940135889
4608,5212,13,Loaded,SB,FAST,3.940135889
4653,5112,13,Loaded,SB,FAST,3.940135889
4623,5297,16,Loaded,SB,FAST,3.940135889
4611,5282,13,Loaded,SB,FAST,3.940135889
4627,5211,13,Loaded,SB,FAST,3.940135889
4653,5297,13,Loaded,SB,FAST,3.940135889
2253,4830,13,Loaded,SB,FAST,7.951998969
4544,5311,13,Loaded,SB,FAST,7.951998969
4627,5297,13,Loaded,SB,FAST,3.940135889
4643,5306,13,Loaded,SB,FAST,7.951998969
2010,4878,14,Loaded,SB,FAST,3.940135889
4608,5297,14,Loaded,SB,FAST,7.951998969
4607,5286,14,Loaded,SB,FAST,7.951998969
4608,5297,14,Loaded,SB,FAST,3.940135889
2452,5297,15,Loaded,SB,FAST,3.940135889
4653,5297,14,Loaded,SB,FAST,3.940135889
4653,5297,15,Loaded,SB,FAST,7.951998969
4627,5311,14,Loaded,SB,FAST,3.940135889
4643,5306,14,Loaded,SB,FAST,3.940135889
4611,5282,14,Loaded,SB,FAST,7.951998969
4641,5297,14,Loaded,SB,FAST,3.940135889
2477,5297,14,Loaded,SB,FAST,3.940135889
4597,4847,14,Loaded,SB,FAST,3.940135889
4653,5297,15,Loaded,SB,FAST,3.940135889
4608,5003,14,Loaded,SB,FAST,3.940135889
4541,4878,14,Loaded,SB,FAST,3.940135889
4631,5306,14,Loaded,SB,FAST,3.940135889
4627,5311,14,Loaded,SB,FAST,3.940135889
4608,5311,15,Loaded,SB,FAST,3.940135889
4629,5306,15,Loaded,SB,FAST,3.940135889
4653,4830,15,Loaded,SB,FAST,7.951998969
4597,5306,15,Loaded,SB,FAST,3.940135889
4649,5306,15,Loaded,SB,FAST,7.951998969
4631,5306,15,Loaded,SB,FAST,7.951998969
4608,5112,15,Loaded,SB,FAST,3.940135889
4590,5311,15,Loaded,SB,FAST,3.940135889
4588,4952,16,Loaded,SB,FAST,3.940135889
4608,5306,16,Loaded,SB,FAST,3.940135889
4653,4830,16,Loaded,SB,FAST,3.940135889
4643,4830,16,Loaded,SB,FAST,3.940135889
4607,5297,16,Loaded,SB,FAST,3.940135889
4595,5311,17,Loaded,SB,FAST,3.940135889
4590,5311,17,Loaded,SB,FAST,3.940135889
4644,5311,15,Loaded,SB,FAST,3.940135889
4222,5311,17,Loaded,SB,FAST,3.940135889
4590,5286,17,Loaded,SB,FAST,3.940135889
4123,5085,14,Loaded,SB,FAST,3.940135889
4654,5297,17,Loaded,SB,FAST,3.940135889
4590,5311,21,Loaded,SB,FAST,7.951998969
4644,5094,17,Loaded,SB,FAST,3.940135889
4597,5311,21,Loaded,SB,FAST,3.940135889
4608,5311,17,Loaded,SB,FAST,7.951998969
4608,5299,17,Loaded,SB,FAST,3.940135889
4540,4952,18,Loaded,SB,FAST,7.951998969
4522,5297,18,Loaded,SB,FAST,3.940135889
4644,5311,16,Loaded,SB,FAST,3.940135889
4608,5064,16,Loaded,SB,FAST,7.951998969
4608,4830,18,Loaded,SB,FAST,7.951998969
4607,5287,18,Loaded,SB,FAST,3.940135889
4590,5297,22,Loaded,SB,FAST,3.940135889
4595,5311,18,Loaded,SB,FAST,3.940135889
4654,5297,18,Loaded,SB,FAST,3.940135889
4590,5297,22,Loaded,SB,FAST,3.940135889
4541,5297,19,Loaded,SB,FAST,3.940135889
4653,5312,19,Loaded,SB,FAST,3.940135889
4594,5311,19,Loaded,SB,FAST,3.940135889
4644,5311,19,Loaded,SB,FAST,3.940135889
4608,5306,19,Loaded,SB,FAST,3.940135889
4608,5297,19,Loaded,SB,FAST,3.940135889
4607,5311,20,Loaded,SB,FAST,3.940135889
4653,5297,20,Loaded,SB,FAST,3.940135889
4544,5311,20,Loaded,SB,FAST,3.940135889
4590,5297,20,Loaded,SB,FAST,3.940135889
4641,5183,20,Loaded,SB,FAST,3.940135889
4643,5311,20,Loaded,SB,FAST,3.940135889
4631,5117,20,Loaded,SB,FAST,3.940135889
